shipment_id,order_date,delivery_date,region,origin,destination,service_type,delivery_status,estimated_days,actual_days,delay_days,distance_km,distribution_center,customer_segment
VLX-2026-000153,2026-08-15,2026-08-19,Southeast,Belo Horizonte/MG,Rio de Janeiro/RJ,STANDARD,DELIVERED_ON_TIME,5,4,0,122,DC-RJ-01,RETAIL
VLX-2026-000154,2026-05-04,2026-05-09,Northeast,Porto Velho/RO,Fortaleza/CE,STANDARD,DELIVERED_ON_TIME,6,5,0,1760,DC-CE-01,RETAIL
VLX-2026-000155,2026-04-23,2026-04-25,Southeast,Sao Paulo/SP,Rio de Janeiro/RJ,EXPRESS,DELIVERED_ON_TIME,2,2,0,905,DC-SP-01,RETAIL
VLX-2026-000156,2026-02-16,2026-02-21,Northeast,Salvador/BA,Recife/PE,EXPRESS,DELIVERED_LATE,3,5,2,1098,DC-PE-01,ENTERPRISE
VLX-2026-000157,2026-01-31,2026-02-05,Southeast,Porto Velho/RO,Rio de Janeiro/RJ,STANDARD,DELIVERED_ON_TIME,5,5,0,1061,DC-RJ-01,RETAIL
VLX-2026-000158,2026-03-11,2026-03-16,South,Rio de Janeiro/RJ,Florianopolis/SC,STANDARD,DELIVERED_ON_TIME,6,5,0,105,DC-PR-01,ENTERPRISE
VLX-2026-000159,2026-03-03,2026-03-06,Central-West,Florianopolis/SC,Cuiaba/MT,EXPRESS,DELIVERED_ON_TIME,3,3,0,1053,DC-GO-01,ENTERPRISE
VLX-2026-000160,2026-02-10,2026-02-17,Northeast,Sao Paulo/SP,Recife/PE,STANDARD,DELIVERED_LATE,6,7,1,187,DC-PE-01,ENTERPRISE
VLX-2026-000161,2026-03-26,2026-04-01,North,Salvador/BA,Manaus/AM,STANDARD,DELIVERED_ON_TIME,7,6,0,393,DC-AM-01,RETAIL
VLX-2026-000162,2026-05-11,2026-05-18,North,Curitiba/PR,Porto Velho/RO,STANDARD,DELIVERED_ON_TIME,7,7,0,2043,DC-PA-01,RETAIL
VLX-2026-000163,2026-04-15,2026-04-20,Southeast,Salvador/BA,Sao Paulo/SP,STANDARD,DELIVERED_ON_TIME,6,5,0,696,DC-SP-01,RETAIL
VLX-2026-000164,2026-01-26,2026-01-31,South,Belo Horizonte/MG,Florianopolis/SC,STANDARD,DELIVERED_ON_TIME,5,5,0,1244,DC-PR-01,SMB
VLX-2026-000165,2026-01-25,2026-01-31,Northeast,Cuiaba/MT,Salvador/BA,STANDARD,DELIVERED_ON_TIME,6,6,0,567,DC-BA-01,SMB
VLX-2026-000166,2026-02-22,2026-03-03,North,Belo Horizonte/MG,Belem/PA,STANDARD,DELIVERED_LATE,8,9,1,1918,DC-AM-01,RETAIL
VLX-2026-000167,2026-04-17,2026-04-25,North,Porto Alegre/RS,Porto Velho/RO,EXPRESS,DELIVERED_LATE,4,8,4,2169,DC-PA-01,RETAIL
VLX-2026-000168,2026-02-09,2026-02-14,Northeast,Belem/PA,Fortaleza/CE,STANDARD,DELIVERED_ON_TIME,6,5,0,1845,DC-PE-01,SMB
VLX-2026-000169,2026-01-20,2026-01-30,Central-West,Manaus/AM,Brasilia/DF,STANDARD,DELIVERED_LATE,7,10,3,1480,DC-DF-01,RETAIL
VLX-2026-000170,2026-07-04,2026-07-10,Southeast,Rio de Janeiro/RJ,Belo Horizonte/MG,EXPRESS,DELIVERY_EXCEPTION,2,6,4,970,DC-SP-01,SMB
VLX-2026-000171,2026-02-24,2026-02-27,Northeast,Florianopolis/SC,Salvador/BA,EXPRESS,DELIVERED_ON_TIME,3,3,0,689,DC-PE-01,RETAIL
VLX-2026-000172,2026-05-11,2026-05-16,South,Sao Paulo/SP,Florianopolis/SC,STANDARD,DELIVERED_ON_TIME,5,5,0,829,DC-RS-01,RETAIL
VLX-2026-000173,2026-07-04,2026-07-10,Northeast,Goiania/GO,Salvador/BA,EXPRESS,DELIVERED_LATE,3,6,3,547,DC-BA-01,RETAIL
VLX-2026-000174,2026-05-31,2026-06-06,Northeast,Belo Horizonte/MG,Recife/PE,STANDARD,DELIVERED_ON_TIME,6,6,0,1379,DC-BA-01,RETAIL
VLX-2026-000175,2026-08-08,2026-08-12,Southeast,Recife/PE,Sao Paulo/SP,STANDARD,DELIVERED_ON_TIME,5,4,0,487,DC-MG-01,RETAIL
VLX-2026-000176,2026-03-23,2026-03-30,North,Porto Alegre/RS,Belem/PA,STANDARD,DELIVERED_ON_TIME,7,7,0,930,DC-PA-01,SMB
VLX-2026-000177,2026-06-04,2026-06-11,Northeast,Manaus/AM,Fortaleza/CE,EXPRESS,DELIVERED_LATE,3,7,4,1642,DC-BA-01,SMB
VLX-2026-000178,2026-03-23,2026-03-27,Northeast,Fortaleza/CE,Salvador/BA,EXPRESS,DELIVERED_ON_TIME,4,4,0,580,DC-PE-01,ENTERPRISE
VLX-2026-000179,2026-02-19,2026-02-24,South,Belo Horizonte/MG,Porto Alegre/RS,STANDARD,DELIVERED_ON_TIME,6,5,0,1131,DC-RS-01,RETAIL
VLX-2026-000180,2026-06-29,2026-07-05,Southeast,Belo Horizonte/MG,Belo Horizonte/MG,STANDARD,DELIVERED_LATE,5,6,1,956,DC-MG-01,SMB
VLX-2026-000181,2026-02-03,2026-02-09,Central-West,Cuiaba/MT,Cuiaba/MT,STANDARD,DELIVERED_ON_TIME,7,6,0,380,DC-DF-01,SMB
VLX-2026-000182,2026-01-19,2026-01-27,North,Salvador/BA,Porto Velho/RO,STANDARD,DELIVERED_ON_TIME,8,8,0,2003,DC-AM-01,RETAIL
VLX-2026-000183,2026-04-23,2026-04-30,North,Recife/PE,Manaus/AM,STANDARD,DELIVERED_ON_TIME,7,7,0,1149,DC-AM-01,RETAIL
VLX-2026-000184,2026-02-20,2026-02-22,Southeast,Porto Alegre/RS,Belo Horizonte/MG,EXPRESS,DELIVERED_ON_TIME,2,2,0,819,DC-RJ-01,SMB
VLX-2026-000185,2026-05-15,2026-05-20,North,Rio de Janeiro/RJ,Porto Velho/RO,EXPRESS,DELIVERED_ON_TIME,5,5,0,1398,DC-AM-01,RETAIL
VLX-2026-000186,2026-06-02,2026-06-04,Southeast,Brasilia/DF,Belo Horizonte/MG,EXPRESS,DELIVERED_ON_TIME,3,2,0,752,DC-RJ-01,RETAIL
VLX-2026-000187,2026-01-02,2026-01-04,Southeast,Cuiaba/MT,Belo Horizonte/MG,EXPRESS,DELIVERED_ON_TIME,2,2,0,345,DC-MG-01,RETAIL
VLX-2026-000188,2026-04-14,2026-04-19,South,Belo Horizonte/MG,Florianopolis/SC,STANDARD,DELIVERED_ON_TIME,6,5,0,658,DC-RS-01,RETAIL
VLX-2026-000189,2026-04-20,2026-05-01,Northeast,Porto Alegre/RS,Recife/PE,STANDARD,DELIVERED_LATE,7,11,4,1825,DC-PE-01,RETAIL
VLX-2026-000190,2026-05-13,2026-05-16,Northeast,Manaus/AM,Fortaleza/CE,EXPRESS,DELIVERED_ON_TIME,3,3,0,1128,DC-CE-01,SMB
VLX-2026-000191,2026-04-12,2026-04-19,Northeast,Porto Alegre/RS,Salvador/BA,STANDARD,DELIVERED_ON_TIME,7,7,0,1454,DC-CE-01,SMB
VLX-2026-000192,2026-03-02,2026-03-11,Northeast,Rio de Janeiro/RJ,Recife/PE,STANDARD,DELIVERED_LATE,6,9,3,1011,DC-BA-01,ENTERPRISE
VLX-2026-000193,2026-04-20,2026-04-23,Northeast,Rio de Janeiro/RJ,Salvador/BA,EXPRESS,DELIVERED_ON_TIME,3,3,0,1254,DC-PE-01,RETAIL
VLX-2026-000194,2026-02-26,2026-03-18,Central-West,Porto Velho/RO,Goiania/GO,STANDARD,LOST,6,20,14,1303,DC-DF-01,RETAIL
VLX-2026-000195,2026-01-01,2026-01-03,Southeast,Brasilia/DF,Belo Horizonte/MG,EXPRESS,DELIVERED_ON_TIME,3,2,0,300,DC-MG-01,SMB
VLX-2026-000196,2026-03-18,2026-03-22,Southeast,Fortaleza/CE,Sao Paulo/SP,STANDARD,DELIVERED_ON_TIME,5,4,0,588,DC-MG-01,SMB
VLX-2026-000197,2026-02-22,2026-02-27,Southeast,Fortaleza/CE,Rio de Janeiro/RJ,STANDARD,DELIVERED_ON_TIME,5,5,0,956,DC-RJ-01,RETAIL
VLX-2026-000198,2026-04-28,2026-05-03,Southeast,Fortaleza/CE,Rio de Janeiro/RJ,STANDARD,DELIVERED_ON_TIME,5,5,0,525,DC-RJ-01,RETAIL
VLX-2026-000199,2026-07-03,2026-07-10,Central-West,Rio de Janeiro/RJ,Brasilia/DF,STANDARD,DELIVERED_ON_TIME,7,7,0,1498,DC-GO-01,RETAIL
VLX-2026-000200,2026-01-13,2026-01-16,Central-West,Porto Velho/RO,Brasilia/DF,EXPRESS,DELIVERED_ON_TIME,3,3,0,1241,DC-GO-01,RETAIL
VLX-2026-000201,2026-06-23,2026-06-26,Northeast,Belo Horizonte/MG,Salvador/BA,EXPRESS,DELIVERED_ON_TIME,3,3,0,596,DC-PE-01,SMB
VLX-2026-000202,2026-03-12,2026-03-18,Central-West,Fortaleza/CE,Cuiaba/MT,STANDARD,DELIVERED_ON_TIME,6,6,0,1115,DC-DF-01,RETAIL
VLX-2026-000203,2026-08-03,2026-08-08,Southeast,Brasilia/DF,Belo Horizonte/MG,STANDARD,DELIVERED_ON_TIME,5,5,0,1061,DC-RJ-01,ENTERPRISE
VLX-2026-000204,2026-03-14,2026-03-20,South,Goiania/GO,Porto Alegre/RS,STANDARD,DELIVERED_ON_TIME,6,6,0,1274,DC-PR-01,RETAIL
VLX-2026-000205,2026-08-13,2026-08-20,North,Belo Horizonte/MG,Porto Velho/RO,STANDARD,DELIVERED_ON_TIME,7,7,0,744,DC-PA-01,RETAIL
VLX-2026-000206,2026-06-05,2026-06-11,Southeast,Fortaleza/CE,Belo Horizonte/MG,STANDARD,DELIVERED_ON_TIME,6,6,0,678,DC-MG-01,RETAIL
VLX-2026-000207,2026-06-17,2026-06-19,Southeast,Porto Alegre/RS,Sao Paulo/SP,EXPRESS,DELIVERED_ON_TIME,2,2,0,742,DC-RJ-01,RETAIL
VLX-2026-000208,2026-03-03,2026-03-10,Central-West,Rio de Janeiro/RJ,Brasilia/DF,STANDARD,DELIVERED_ON_TIME,7,7,0,1208,DC-GO-01,RETAIL
VLX-2026-000209,2026-06-04,2026-06-06,South,Curitiba/PR,Florianopolis/SC,EXPRESS,DELIVERED_ON_TIME,2,2,0,1005,DC-RS-01,SMB
VLX-2026-000210,2026-01-22,2026-01-24,Southeast,Rio de Janeiro/RJ,Belo Horizonte/MG,EXPRESS,DELIVERED_ON_TIME,2,2,0,302,DC-MG-01,RETAIL
VLX-2026-000211,2026-06-12,2026-06-18,Central-West,Salvador/BA,Cuiaba/MT,STANDARD,DELIVERED_ON_TIME,6,6,0,320,DC-DF-01,ENTERPRISE
VLX-2026-000212,2026-01-24,2026-01-29,Southeast,Belo Horizonte/MG,Belo Horizonte/MG,STANDARD,DELIVERED_ON_TIME,5,5,0,913,DC-MG-01,RETAIL
VLX-2026-000213,2026-05-24,2026-05-29,Southeast,Recife/PE,Belo Horizonte/MG,STANDARD,DELIVERED_ON_TIME,5,5,0,648,DC-MG-01,RETAIL
VLX-2026-000214,2026-03-23,2026-03-27,North,Cuiaba/MT,Manaus/AM,EXPRESS,DELIVERED_ON_TIME,4,4,0,1726,DC-AM-01,RETAIL
VLX-2026-000215,2026-02-13,2026-02-19,South,Cuiaba/MT,Porto Alegre/RS,STANDARD,DELIVERED_ON_TIME,6,6,0,611,DC-PR-01,RETAIL
VLX-2026-000216,2026-03-29,2026-04-03,Southeast,Porto Alegre/RS,Belo Horizonte/MG,STANDARD,DELIVERED_ON_TIME,5,5,0,988,DC-RJ-01,RETAIL
VLX-2026-000217,2026-08-05,2026-08-10,South,Manaus/AM,Porto Alegre/RS,STANDARD,DELIVERED_ON_TIME,6,5,0,391,DC-PR-01,SMB
VLX-2026-000218,2026-02-09,2026-02-15,Northeast,Florianopolis/SC,Recife/PE,STANDARD,DELIVERED_ON_TIME,6,6,0,1598,DC-CE-01,RETAIL
VLX-2026-000219,2026-05-17,2026-05-22,North,Recife/PE,Manaus/AM,EXPRESS,DELIVERED_ON_TIME,5,5,0,831,DC-AM-01,RETAIL
VLX-2026-000220,2026-04-19,2026-04-30,North,Manaus/AM,Manaus/AM,STANDARD,DELIVERY_EXCEPTION,8,11,3,344,DC-AM-01,RETAIL
VLX-2026-000221,2026-05-04,2026-05-09,Central-West,Porto Velho/RO,Goiania/GO,STANDARD,DELIVERED_ON_TIME,6,5,0,346,DC-DF-01,SMB
VLX-2026-000222,2026-05-15,2026-05-23,South,Goiania/GO,Curitiba/PR,STANDARD,DELIVERED_LATE,5,8,3,984,DC-RS-01,RETAIL
VLX-2026-000223,2026-06-25,2026-06-30,Southeast,Fortaleza/CE,Rio de Janeiro/RJ,STANDARD,DELIVERED_ON_TIME,5,5,0,367,DC-MG-01,RETAIL
VLX-2026-000224,2026-02-09,2026-02-13,South,Curitiba/PR,Curitiba/PR,STANDARD,DELIVERED_ON_TIME,5,4,0,1057,DC-PR-01,SMB
VLX-2026-000225,2026-06-12,2026-06-19,North,Florianopolis/SC,Porto Velho/RO,STANDARD,DELIVERED_ON_TIME,7,7,0,334,DC-AM-01,RETAIL
VLX-2026-000226,2026-03-23,2026-03-27,South,Belo Horizonte/MG,Curitiba/PR,STANDARD,DELIVERED_ON_TIME,5,4,0,1174,DC-RS-01,RETAIL
VLX-2026-000227,2026-08-17,2026-08-22,Northeast,Rio de Janeiro/RJ,Recife/PE,EXPRESS,DELIVERED_LATE,3,5,2,235,DC-BA-01,RETAIL
VLX-2026-000228,2026-02-27,2026-03-16,South,Manaus/AM,Porto Alegre/RS,STANDARD,LOST,6,17,11,259,DC-PR-01,RETAIL
VLX-2026-000229,2026-05-29,2026-06-08,Northeast,Porto Alegre/RS,Fortaleza/CE,EXPRESS,DELIVERED_LATE,3,10,7,409,DC-BA-01,RETAIL
VLX-2026-000230,2026-03-31,2026-04-05,South,Rio de Janeiro/RJ,Porto Alegre/RS,STANDARD,DELIVERED_ON_TIME,5,5,0,926,DC-RS-01,RETAIL
VLX-2026-000231,2026-05-17,2026-05-24,North,Florianopolis/SC,Manaus/AM,STANDARD,DELIVERED_ON_TIME,7,7,0,1722,DC-AM-01,SMB
VLX-2026-000232,2026-07-20,2026-07-26,North,Rio de Janeiro/RJ,Belem/PA,STANDARD,DELIVERED_ON_TIME,7,6,0,923,DC-PA-01,RETAIL
VLX-2026-000233,2026-05-09,2026-05-11,Southeast,Sao Paulo/SP,Rio de Janeiro/RJ,EXPRESS,DELIVERED_ON_TIME,2,2,0,441,DC-RJ-01,RETAIL
VLX-2026-000234,2026-07-19,2026-07-24,Southeast,Sao Paulo/SP,Rio de Janeiro/RJ,STANDARD,DELIVERED_ON_TIME,5,5,0,900,DC-SP-01,RETAIL
VLX-2026-000235,2026-01-23,2026-01-31,Southeast,Cuiaba/MT,Belo Horizonte/MG,STANDARD,DELIVERY_EXCEPTION,5,8,3,727,DC-MG-01,RETAIL
VLX-2026-000236,2026-07-15,2026-07-21,Northeast,Sao Paulo/SP,Recife/PE,STANDARD,DELIVERED_ON_TIME,6,6,0,426,DC-BA-01,RETAIL
VLX-2026-000237,2026-05-23,2026-05-26,Central-West,Manaus/AM,Goiania/GO,EXPRESS,DELIVERED_ON_TIME,3,3,0,690,DC-GO-01,RETAIL
VLX-2026-000238,2026-04-26,2026-05-01,Southeast,Fortaleza/CE,Sao Paulo/SP,STANDARD,DELIVERED_ON_TIME,5,5,0,153,DC-RJ-01,RETAIL
VLX-2026-000239,2026-03-07,2026-03-12,Southeast,Belo Horizonte/MG,Rio de Janeiro/RJ,STANDARD,DELIVERED_ON_TIME,5,5,0,400,DC-SP-01,ENTERPRISE
VLX-2026-000240,2026-07-27,2026-07-29,South,Curitiba/PR,Curitiba/PR,EXPRESS,DELIVERED_ON_TIME,3,2,0,221,DC-PR-01,RETAIL
VLX-2026-000241,2026-04-04,2026-04-10,Central-West,Brasilia/DF,Cuiaba/MT,STANDARD,DELIVERED_ON_TIME,6,6,0,246,DC-GO-01,SMB
VLX-2026-000242,2026-06-15,2026-06-20,Southeast,Sao Paulo/SP,Belo Horizonte/MG,STANDARD,DELIVERED_ON_TIME,5,5,0,445,DC-SP-01,ENTERPRISE
VLX-2026-000243,2026-01-18,2026-01-21,Northeast,Sao Paulo/SP,Fortaleza/CE,EXPRESS,DELIVERED_ON_TIME,3,3,0,467,DC-BA-01,SMB
VLX-2026-000244,2026-03-14,2026-03-19,Southeast,Sao Paulo/SP,Rio de Janeiro/RJ,STANDARD,DELIVERED_ON_TIME,5,5,0,1011,DC-SP-01,RETAIL
VLX-2026-000245,2026-06-23,2026-06-29,Central-West,Florianopolis/SC,Cuiaba/MT,STANDARD,DELIVERED_ON_TIME,6,6,0,652,DC-GO-01,SMB
VLX-2026-000246,2026-04-20,2026-04-26,Central-West,Sao Paulo/SP,Goiania/GO,STANDARD,DELIVERED_ON_TIME,6,6,0,185,DC-GO-01,RETAIL
VLX-2026-000247,2026-04-10,2026-04-15,Northeast,Salvador/BA,Fortaleza/CE,STANDARD,DELIVERED_ON_TIME,6,5,0,1700,DC-BA-01,RETAIL
VLX-2026-000248,2026-07-04,2026-07-08,Northeast,Belo Horizonte/MG,Fortaleza/CE,EXPRESS,DELIVERED_ON_TIME,4,4,0,548,DC-CE-01,RETAIL
VLX-2026-000249,2026-01-10,2026-01-20,Southeast,Sao Paulo/SP,Sao Paulo/SP,STANDARD,DELIVERY_EXCEPTION,5,10,5,918,DC-SP-01,RETAIL
VLX-2026-000250,2026-04-01,2026-04-02,South,Salvador/BA,Curitiba/PR,EXPRESS,DELIVERED_ON_TIME,2,1,0,1087,DC-PR-01,ENTERPRISE
VLX-2026-000251,2026-05-20,2026-05-28,North,Florianopolis/SC,Porto Velho/RO,STANDARD,DELIVERED_ON_TIME,8,8,0,483,DC-PA-01,RETAIL
VLX-2026-000252,2026-02-20,2026-02-25,Southeast,Porto Alegre/RS,Sao Paulo/SP,STANDARD,DELIVERED_ON_TIME,5,5,0,346,DC-SP-01,RETAIL
VLX-2026-000253,2026-02-25,2026-03-05,South,Sao Paulo/SP,Porto Alegre/RS,STANDARD,DELIVERY_EXCEPTION,5,8,3,354,DC-RS-01,SMB
VLX-2026-000254,2026-06-26,2026-07-03,North,Sao Paulo/SP,Porto Velho/RO,STANDARD,DELIVERED_ON_TIME,7,7,0,1837,DC-AM-01,RETAIL
VLX-2026-000255,2026-03-19,2026-03-24,Northeast,Rio de Janeiro/RJ,Recife/PE,STANDARD,DELIVERED_ON_TIME,6,5,0,436,DC-BA-01,RETAIL
VLX-2026-000256,2026-02-10,2026-02-15,Northeast,Porto Velho/RO,Salvador/BA,STANDARD,DELIVERED_ON_TIME,6,5,0,858,DC-PE-01,RETAIL
VLX-2026-000257,2026-03-26,2026-03-31,South,Goiania/GO,Curitiba/PR,STANDARD,DELIVERED_ON_TIME,5,5,0,110,DC-PR-01,SMB
VLX-2026-000258,2026-08-02,2026-08-07,Northeast,Cuiaba/MT,Salvador/BA,STANDARD,DELIVERED_ON_TIME,6,5,0,477,DC-PE-01,SMB
VLX-2026-000259,2026-01-06,2026-01-11,Southeast,Florianopolis/SC,Belo Horizonte/MG,STANDARD,DELIVERED_ON_TIME,5,5,0,756,DC-MG-01,RETAIL
VLX-2026-000260,2026-04-25,2026-05-04,South,Florianopolis/SC,Florianopolis/SC,STANDARD,DELIVERED_LATE,6,9,3,737,DC-RS-01,ENTERPRISE
VLX-2026-000261,2026-03-25,2026-03-30,Northeast,Florianopolis/SC,Recife/PE,EXPRESS,DELIVERED_LATE,4,5,1,216,DC-CE-01,ENTERPRISE
VLX-2026-000262,2026-07-27,2026-08-03,Central-West,Belem/PA,Cuiaba/MT,STANDARD,DELIVERED_ON_TIME,7,7,0,463,DC-GO-01,RETAIL
VLX-2026-000263,2026-05-23,2026-05-30,Southeast,Recife/PE,Sao Paulo/SP,STANDARD,DELIVERED_LATE,5,7,2,1062,DC-SP-01,RETAIL
VLX-2026-000264,2026-06-23,2026-06-29,North,Belo Horizonte/MG,Belem/PA,STANDARD,DELIVERED_ON_TIME,7,6,0,279,DC-PA-01,ENTERPRISE
VLX-2026-000265,2026-05-01,2026-05-09,North,Belem/PA,Manaus/AM,STANDARD,DELIVERED_LATE,7,8,1,1103,DC-PA-01,RETAIL
VLX-2026-000266,2026-02-18,2026-02-24,Central-West,Sao Paulo/SP,Goiania/GO,STANDARD,DELIVERED_ON_TIME,6,6,0,797,DC-GO-01,RETAIL
VLX-2026-000267,2026-08-01,2026-08-09,North,Curitiba/PR,Belem/PA,STANDARD,DELIVERED_ON_TIME,8,8,0,2316,DC-PA-01,RETAIL
VLX-2026-000268,2026-04-12,2026-04-22,Central-West,Sao Paulo/SP,Brasilia/DF,STANDARD,DELIVERED_LATE,6,10,4,885,DC-DF-01,RETAIL
VLX-2026-000269,2026-06-09,2026-06-14,Southeast,Belo Horizonte/MG,Sao Paulo/SP,STANDARD,DELIVERED_ON_TIME,5,5,0,145,DC-SP-01,SMB
VLX-2026-000270,2026-07-27,2026-08-11,Southeast,Sao Paulo/SP,Sao Paulo/SP,STANDARD,LOST,5,15,10,1063,DC-RJ-01,RETAIL
VLX-2026-000271,2026-07-14,2026-07-15,Southeast,Rio de Janeiro/RJ,Sao Paulo/SP,EXPRESS,DELIVERED_ON_TIME,2,1,0,138,DC-SP-01,ENTERPRISE
VLX-2026-000272,2026-06-28,2026-07-10,Northeast,Brasilia/DF,Recife/PE,STANDARD,DELIVERED_LATE,6,12,6,334,DC-BA-01,ENTERPRISE
VLX-2026-000273,2026-08-03,2026-08-06,North,Manaus/AM,Belem/PA,EXPRESS,DELIVERED_ON_TIME,4,3,0,1601,DC-AM-01,SMB
VLX-2026-000274,2026-07-31,2026-08-02,South,Porto Alegre/RS,Florianopolis/SC,EXPRESS,DELIVERED_ON_TIME,2,2,0,1179,DC-RS-01,RETAIL
VLX-2026-000275,2026-07-14,2026-07-20,Northeast,Rio de Janeiro/RJ,Salvador/BA,STANDARD,DELIVERED_ON_TIME,6,6,0,811,DC-CE-01,RETAIL
VLX-2026-000276,2026-06-05,2026-06-10,Southeast,Rio de Janeiro/RJ,Rio de Janeiro/RJ,STANDARD,DELIVERED_ON_TIME,5,5,0,238,DC-MG-01,RETAIL
VLX-2026-000277,2026-05-03,2026-05-09,South,Florianopolis/SC,Florianopolis/SC,STANDARD,DELIVERED_ON_TIME,6,6,0,1002,DC-PR-01,ENTERPRISE
VLX-2026-000278,2026-08-08,2026-08-11,Northeast,Sao Paulo/SP,Fortaleza/CE,EXPRESS,DELIVERED_ON_TIME,3,3,0,1083,DC-BA-01,RETAIL
VLX-2026-000279,2026-03-01,2026-03-04,Northeast,Brasilia/DF,Salvador/BA,EXPRESS,DELIVERED_ON_TIME,3,3,0,1258,DC-BA-01,RETAIL
VLX-2026-000280,2026-08-03,2026-08-09,South,Curitiba/PR,Florianopolis/SC,STANDARD,DELIVERED_ON_TIME,6,6,0,1297,DC-PR-01,RETAIL
VLX-2026-000281,2026-02-09,2026-02-15,Northeast,Sao Paulo/SP,Salvador/BA,STANDARD,DELIVERED_ON_TIME,6,6,0,845,DC-CE-01,SMB
VLX-2026-000282,2026-08-12,2026-08-17,North,Porto Alegre/RS,Manaus/AM,EXPRESS,DELIVERED_ON_TIME,5,5,0,1083,DC-PA-01,RETAIL
VLX-2026-000283,2026-03-28,2026-04-03,Southeast,Porto Alegre/RS,Sao Paulo/SP,STANDARD,DELIVERED_ON_TIME,6,6,0,833,DC-MG-01,ENTERPRISE
VLX-2026-000284,2026-07-06,2026-07-12,Southeast,Belo Horizonte/MG,Belo Horizonte/MG,STANDARD,DELIVERED_ON_TIME,6,6,0,1024,DC-SP-01,SMB
VLX-2026-000285,2026-04-12,2026-04-16,Northeast,Curitiba/PR,Recife/PE,EXPRESS,DELIVERED_ON_TIME,4,4,0,267,DC-PE-01,RETAIL
VLX-2026-000286,2026-06-25,2026-06-30,South,Sao Paulo/SP,Porto Alegre/RS,STANDARD,DELIVERED_ON_TIME,5,5,0,898,DC-RS-01,SMB
VLX-2026-000287,2026-02-01,2026-02-04,Northeast,Goiania/GO,Fortaleza/CE,EXPRESS,DELIVERED_ON_TIME,3,3,0,775,DC-CE-01,RETAIL
VLX-2026-000288,2026-05-27,2026-06-08,Northeast,Rio de Janeiro/RJ,Salvador/BA,STANDARD,DELIVERED_LATE,6,12,6,1427,DC-CE-01,RETAIL
VLX-2026-000289,2026-03-11,2026-03-16,Southeast,Belo Horizonte/MG,Rio de Janeiro/RJ,STANDARD,DELIVERED_ON_TIME,5,5,0,956,DC-RJ-01,ENTERPRISE
VLX-2026-000290,2026-05-28,2026-06-03,Southeast,Porto Alegre/RS,Sao Paulo/SP,STANDARD,DELIVERED_ON_TIME,6,6,0,822,DC-SP-01,SMB
VLX-2026-000291,2026-07-26,2026-08-03,North,Curitiba/PR,Manaus/AM,EXPRESS,DELIVERED_LATE,4,8,4,2027,DC-PA-01,RETAIL
VLX-2026-000292,2026-02-18,2026-02-23,Southeast,Salvador/BA,Sao Paulo/SP,STANDARD,DELIVERED_ON_TIME,5,5,0,634,DC-MG-01,RETAIL
VLX-2026-000293,2026-03-10,2026-03-15,South,Belo Horizonte/MG,Porto Alegre/RS,STANDARD,DELIVERED_ON_TIME,5,5,0,488,DC-PR-01,RETAIL
VLX-2026-000294,2026-06-18,2026-06-23,South,Recife/PE,Curitiba/PR,STANDARD,DELIVERED_ON_TIME,5,5,0,1086,DC-PR-01,RETAIL
VLX-2026-000295,2026-08-14,2026-08-18,Southeast,Salvador/BA,Belo Horizonte/MG,STANDARD,DELIVERED_ON_TIME,5,4,0,153,DC-SP-01,ENTERPRISE
VLX-2026-000296,2026-05-02,2026-05-08,Northeast,Rio de Janeiro/RJ,Recife/PE,STANDARD,DELIVERED_ON_TIME,6,6,0,1712,DC-CE-01,RETAIL
VLX-2026-000297,2026-06-23,2026-06-29,North,Belo Horizonte/MG,Manaus/AM,STANDARD,DELIVERED_ON_TIME,7,6,0,1744,DC-PA-01,RETAIL
VLX-2026-000298,2026-02-02,2026-02-12,Northeast,Porto Velho/RO,Salvador/BA,STANDARD,DELIVERED_LATE,6,10,4,927,DC-BA-01,RETAIL
VLX-2026-000299,2026-03-02,2026-03-05,Central-West,Salvador/BA,Cuiaba/MT,EXPRESS,DELIVERED_ON_TIME,3,3,0,312,DC-DF-01,ENTERPRISE
VLX-2026-000300,2026-02-11,2026-02-17,Southeast,Sao Paulo/SP,Rio de Janeiro/RJ,STANDARD,DELIVERED_ON_TIME,6,6,0,1011,DC-MG-01,RETAIL
VLX-2026-000301,2026-05-10,2026-05-16,Northeast,Brasilia/DF,Recife/PE,EXPRESS,DELIVERED_LATE,3,6,3,1899,DC-CE-01,SMB
VLX-2026-000302,2026-06-24,2026-06-29,South,Belo Horizonte/MG,Curitiba/PR,STANDARD,DELIVERED_ON_TIME,5,5,0,580,DC-RS-01,RETAIL
VLX-2026-000303,2026-04-04,2026-04-08,Southeast,Belem/PA,Rio de Janeiro/RJ,EXPRESS,DELIVERED_LATE,3,4,1,983,DC-SP-01,SMB
VLX-2026-000304,2026-06-22,2026-06-28,Central-West,Recife/PE,Cuiaba/MT,STANDARD,DELIVERED_ON_TIME,6,6,0,1339,DC-GO-01,RETAIL
VLX-2026-000305,2026-01-20,2026-01-28,Northeast,Porto Alegre/RS,Recife/PE,STANDARD,DELIVERED_LATE,6,8,2,608,DC-BA-01,RETAIL
VLX-2026-000306,2026-01-30,2026-02-02,Southeast,Sao Paulo/SP,Belo Horizonte/MG,EXPRESS,DELIVERED_ON_TIME,3,3,0,359,DC-SP-01,SMB
